Assembly Accession,Assembly Name,Organism Name,Organism Infraspecific Names Strain,Assembly Level,Assembly Release Date,Assembly Stats Number of Scaffolds
GCA_018304845.1,ASM1830484v1,Leucobacter manosquensis,Marseille-Q4368,Scaffold,2021-05-07,2
GCA_900460265.1,50618_C01,Suttonella ornithocola,NCTC13337,Contig,2018-08-01,
GCA_000711295.1,ASM71129v1,Desulfohalovibrio reitneri,L21-Syr-AB,Contig,2014-06-24,
GCA_013002715.1,ASM1300271v1,Flexivirga aerilata,ID2601S,Contig,2020-05-09,
GCA_029607905.1,ASM2960790v1,Thiovibrio frasassiensis,RS19-109,Scaffold,2023-04-06,3
GCA_958301595.1,P5150,Porphyromonas vaginalis,Marseille-P5150,Contig,2023-07-08,
GCA_001445655.1,ASM144565v1,Streptomyces roseifaciens,MBT76,Scaffold,2015-11-18,13
GCA_003605475.1,ASM360547v1,Aurantiacibacter aquimixticola,JSSK-14,Contig,2018-10-02,
GCA_900302485.1,A.pelagivivensCECT8811_Spades_Prokka,Aliiroseovarius pelagivivens,CECT 8811,Contig,2018-04-24,
GCA_900091655.1,PRJEB14541,Culturomica massiliensis,Marseille-P2698T,Scaffold,2016-06-24,11
GCA_014640975.1,ASM1464097v1,Microbacterium faecale,CGMCC 1.15152,Scaffold,2020-09-11,4
GCA_006715765.1,ASM671576v1,Rarobacter incanus,DSM 10596,Contig,2019-07-08,
GCA_018275325.1,ASM1827532v1,Nocardioides palaemonis,J2M5,Contig,2021-05-04,
GCA_000744735.1,ASM74473v1,Porticoccus hydrocarbonoclasticus MCTG13d,MCTG13d,Contig,2014-08-28,
GCA_004359985.1,ASM435998v1,Paraburkholderia flava,LD6,Contig,2019-03-22,
GCA_009932435.1,ASM993243v1,Gordonia crocea,NBRC 107697,Contig,2020-01-06,
GCA_042434765.1,ASM4243476v1,Cellulomonas biazotea,NCAIM B.01385,Scaffold,2024-09-28,50
GCA_002026305.1,ASM202630v1,Vagococcus martis,D7T301,Contig,2017-03-14,
GCA_000613185.1,PRJEB5748_assembly_1,Mycolicibacterium cosmeticum,DSM 44829,Contig,2014-03-20,
GCA_007829035.1,ASM782903v1,Rudaeicoccus suwonensis,DSM 19560,Contig,2019-08-02,
GCA_005298075.1,ASM529807v1,Nakamurella flava,N5BH11,Contig,2019-05-13,
GCA_034044635.1,ASM3404463v1,Dongia rigui,04SU4-P,Scaffold,2023-12-04,10
GCA_000526715.1,ASM52671v1,Hydrogenovibrio kuenenii DSM 12350,DSM 12350,Contig,2014-01-14,
GCA_026191475.2,ASM2619147v2,Polaribacter ponticola,MSW5,Contig,2023-02-19,
GCA_900452755.1,51670_D01,Legionella londiniensis,NCTC12931,Contig,2018-08-01,
GCA_007559335.1,ASM755933v1,Rariglobus hedericola,53C-WASEF,Contig,2019-07-28,
GCA_004365175.1,ASM436517v1,Kribbella voronezhensis,VKM Ac-2575,Scaffold,2019-03-22,4
GCA_022359095.1,ASM2235909v1,Moraxella tetraodonis,PS-22,Contig,2022-02-22,
GCA_009176545.1,ASM917654v1,Salinigranum salinum,YJ-50-S2,Contig,2019-10-18,
GCA_019145435.1,ASM1914543v1,Pseudomonas ekonensis,COR58,Contig,2021-07-06,
GCA_014652535.1,ASM1465253v1,Cellvibrio zantedeschiae,KCTC 32239,Contig,2020-09-12,
GCA_900142385.1,IMG-taxon 2667527391 annotated assembly,Marinobacter antarcticus,CGMCC 1.10835,Contig,2016-12-03,
GCA_013868155.1,ASM1386815v1,Aeromicrobium phoceense,Marseille-Q0843,Scaffold,2020-07-28,3
GCA_029269745.1,ASM2926974v1,Polluticoccus soli,JY13-12,Contig,2023-03-19,
GCA_921292975.1,V_hippocampi_CECT8226,Vibrio hippocampi,CECT 8226,Contig,2022-01-30,
GCA_029906645.1,ASM2990664v1,Sphingomonas oryzagri,MAHUQ-71,Scaffold,2023-04-30,10
GCA_900302475.1,D.aquaemixtaeCECT8626_Spades_Prokka,Defluviimonas aquaemixtae,CECT 8626,Contig,2018-04-24,
GCA_900604485.1,PRJEB28790,Enterococcus mediterraneensis,Marseille-P4358,Contig,2018-10-31,
GCA_024979235.1,ASM2497923v1,Herbiconiux aconitum,CPCC 205763,Contig,2022-09-06,
GCA_026616195.1,ASM2661619v1,Haloarchaeobius amylolyticus,XD48,Contig,2022-12-02,
GCA_900458355.1,50305_E01,Staphylococcus devriesei,NCTC13828,Contig,2018-08-01,
GCA_003710255.1,ASM371025v1,Alteribacter keqinensis,KQ-3,Contig,2018-11-04,
GCA_004364645.1,ASM436464v1,Naumannella halotolerans,DSM 24323,Contig,2019-03-22,
GCA_039543225.1,ASM3954322v1,Mucilaginibacter defluvii,JCM 18283,Contig,2024-02-23,
GCA_004346865.1,ASM434686v1,Shimia isoporae,DSM 26433,Contig,2019-03-11,
GCA_017873855.1,ASM1787385v1,Methanolinea mesophila,DSM 23604,Contig,2021-04-08,
GCA_000526415.1,ASM52641v1,Kallotenue papyrolyticum,JKG1,Contig,2014-01-14,
GCA_002761955.1,ASM276195v1,Fusobacterium pseudoperiodonticum,KCOM 1259,Contig,2017-11-08,
GCA_900078395.1,PRJEB13168,Anaerotruncus rubiinfantis,MT15,Contig,2016-04-22,
GCA_900142175.1,IMG-taxon 2622736581 annotated assembly,Maribacter aquivivus,DSM 16478,Scaffold,2016-12-03,11
GCA_022230885.1,ASM2223088v1,Paenalcaligenes niemegkensis,NGK35,Contig,2022-02-15,
GCA_900109295.1,IMG-taxon 2619619643 annotated assembly,Cognatiyoonia koreensis,DSM 17925,Contig,2016-10-31,
GCA_900094735.1,IMG-taxon 2634166172 annotated assembly,Saliniramus fredricksonii,HL-109,Contig,2016-08-04,
GCA_900184255.1,PRJEB20938,Haloimpatiens massiliensis,Mt13,Scaffold,2018-01-02,25
GCA_000154225.1,ASM15422v1,Schaalia dentiphila ATCC 17982,ATCC 17982,Scaffold,2007-05-25,2
GCA_002797815.1,ASM279781v1,Mucilaginibacter auburnensis,DSM 28175,Contig,2017-11-28,
GCA_003432065.1,ASM343206v1,Mucilaginibacter terrenus,ZH6,Contig,2018-08-29,
GCA_039532215.1,ASM3953221v1,Pedococcus aerophilus,JCM 16378,Contig,2024-02-23,
GCA_004369205.1,ASM436920v1,Pelotomaculum schinkii,HH,Contig,2019-03-25,
GCA_010993745.1,ASM1099374v1,Fodinicola acaciae,GKU 173,Contig,2020-02-24,
GCA_029953265.1,ASM2995326v1,Commensalibacter oyaizuii,TBRC 16381,Contig,2023-05-07,
GCA_900156525.1,IMG-taxon 2681812934 annotated assembly,Pontibaca methylaminivorans,DSM 21219,Contig,2017-01-20,
GCA_023374055.1,ASM2337405v1,Luteimonas galliterrae,SX5,Contig,2022-05-11,
GCA_039537585.1,ASM3953758v1,Frondihabitans peucedani,JCM 17442,Contig,2024-02-23,
GCA_042677145.1,ASM4267714v1,Paraperlucidibaca wandonensis,CCUG 63419,Contig,2024-10-06,
GCA_022809315.2,ASM2280931v2,Mesosutterella faecium,AGMB02718,Contig,2023-06-12,
GCA_039906175.1,ASM3990617v1,Limosilactobacillus allomucosae,WILCCON 0055,Contig,2024-05-29,
GCA_002088935.1,ASM208893v1,Henriciella litoralis,DSM 22014,Scaffold,2017-04-13,6
GCA_029953305.1,ASM2995330v1,Commensalibacter nepenthis,TBRC 10068,Contig,2023-05-07,
GCA_023805295.1,ASM2380529v1,Sphingomicrobium sediminis,GRR-S6-50,Contig,2022-06-18,
GCA_014982715.1,ASM1498271v1,Gallalistipes aquisgranensis,DSM 108975,Contig,2020-10-25,
GCA_900087015.1,PRJEB13910,Christensenella timonensis,Marseille-P2437T,Contig,2016-05-20,
GCA_011759375.1,ASM1175937v1,Paraflavitalea devenefica,X16,Contig,2020-03-26,
GCA_030580915.1,ASM3058091v1,Nocardioides jiangxiensis,WY-20,Contig,2023-08-01,
GCA_009827315.1,ASM982731v1,Qipengyuania gaetbuli,DSM 16225,Contig,2020-01-02,
GCA_900459405.1,41965_B01,Streptococcus hyointestinalis,NCTC12224,Contig,2018-08-01,
GCA_900880625.1,WSM64,Halorhabdus rudnickae,,Contig,2019-04-01,
GCA_003499275.1,ASM349927v1,Sphingomonas mesophila,SYSUP0001,Contig,2018-09-07,
GCA_002797415.1,ASM279741v1,Bacillus alkalisoli,FJAT-45122,Scaffold,2017-11-28,3
GCA_003049645.1,ASM304964v1,Metasolibacillus fluoroglycofenilyticus,cmg86,Contig,2018-04-11,
GCA_900106855.1,PRJEB16532,Varibaculum massiliense,Marseille-P2802T,Contig,2016-10-27,
GCA_018687785.1,ASM1868778v1,Methanovulcanius yangii,CYW5,Contig,2021-06-03,
GCA_014205175.1,ASM1420517v1,Micrococcus cohnii,DSM 23974,Contig,2020-08-14,
GCA_002807015.1,ASM280701v1,Avrilella dinanensis,UR159,Contig,2017-12-04,
GCA_004766125.1,ASM476612v1,Duncaniella freteri,TLL-A3,Scaffold,2019-04-09,5
GCA_014639655.1,ASM1463965v1,Conyzicola nivalis,CGMCC 1.12813,Scaffold,2020-09-12,3
GCA_016735685.1,ASM1673568v1,Aquariibacter lacus,Jin2,Scaffold,2021-01-20,6
GCA_003226345.1,ASM322634v1,Alteribacter lacisalsi,YSP-3,Contig,2018-06-13,
GCA_900156505.1,IMG-taxon 2681812930 annotated assembly,Yoonia rosea,DSM 29591,Contig,2017-01-20,
GCA_003413745.1,ASM341374v1,Marixanthomonas ophiurae,KMM 3046,Contig,2018-08-22,
GCA_900450885.1,54984_G01,Helicobacter muridarum,NCTC12714,Contig,2018-08-01,
GCA_008041945.1,ASM804194v1,Reinekea thalattae,SSH23,Contig,2019-08-21,
GCA_003071345.1,ASM307134v1,Chitinophaga parva,LY-1,Contig,2018-04-25,
GCA_019104745.1,ASM1910474v1,Thalassococcus arenae,CAU 1522,Scaffold,2021-07-04,5
GCA_014192515.1,ASM1419251v1,Microbacter margulisiae,DSM 27471,Contig,2020-08-14,
GCA_040706535.1,ASM4070653v1,Lentisalinibacter orientalis,YNA5901,Contig,2024-07-14,
GCA_004336905.1,ASM433690v1,Dyella soli,KACC 12747,Contig,2019-03-09,
GCA_001049755.1,BRSU_AN4859/03,Brachyspira suanatina,AN4859/03,Contig,2015-06-30,
GCA_009758015.1,ASM975801v1,Ramlibacter pinisoli,MAH-25,Scaffold,2019-12-16,11
GCA_026157105.1,ASM2615710v1,Sphingomicrobium marinum,JCM 18554,Contig,2022-11-13,
GCA_008795985.1,ASM879598v1,Marinobacter halotolerans,NBRC 110910,Contig,2019-10-01,
GCA_014874065.1,ASM1487406v1,Nesterenkonia halotolerans,DSM 15474,Contig,2020-10-09,
GCA_900290205.1,PRJEB22816,Anaerolactibacter massiliensis,Marseille-P4302,Contig,2018-03-01,
GCA_023516495.1,ASM2351649v1,Sphingomonas anseongensis,RG327,Contig,2022-05-22,
GCA_013377755.1,ASM1337775v1,Methanofollis tationis,DSM 2702,Contig,2020-06-30,
GCA_011758565.1,ASM1175856v1,Lysinibacter cavernae,DSM 27960,Contig,2020-03-26,
GCA_900460315.1,51395_D01,Veillonella criceti,NCTC12020,Contig,2018-08-01,
GCA_019264355.1,ASM1926435v1,Sphingomicrobium clamense,B8,Contig,2021-07-17,
GCA_013093415.1,ASM1309341v1,Halovulum dunhuangense,YYQ-30,Contig,2020-05-15,
GCA_031456275.1,ASM3145627v1,Falsarthrobacter nasiphocae,DSM 13988,Contig,2023-09-13,
GCA_009827295.1,ASM982729v1,Qipengyuania pelagi,JCM 17468,Contig,2020-01-02,
GCA_003864255.1,ASM386425v1,Aestuariirhabdus litorea,GTF13,Contig,2018-12-05,
GCA_010723305.1,ASM1072330v1,Mycobacterium botniense,JCM 17322,Contig,2020-02-06,
GCA_900454535.1,46338_B01,Avibacterium avium,NCTC 11297,Contig,2018-08-01,
GCA_009729545.1,ASM972954v1,Acidianus infernus,DSM 3191,Contig,2019-12-04,
GCA_019957155.1,ASM1995715v1,Anaerococcus murdochii,FDAARGOS_1460,Contig,2021-09-13,
GCA_027922025.1,ASM2792202v1,Herbiconiux flava,VKM Ac-2058,Scaffold,2023-01-19,9
GCA_024320785.1,ASM2432078v1,Gracilimonas sediminicola,CAU 1638,Scaffold,2022-07-18,6
GCA_028912405.1,ASM2891240v1,Methanogenium marinum,DSM 15558,Contig,2023-03-02,
GCA_004217115.1,ASM421711v1,Ancylomarina subtilis,DSM 28825,Scaffold,2019-02-20,13
GCA_009827535.1,ASM982753v1,Qipengyuania oceanensis,MCCC 1A09965,Contig,2020-01-02,
GCA_019204045.1,ASM1920404v1,Erythrobacter crassostreae,WH158,Contig,2021-07-13,
GCA_008831085.1,ASM883108v1,Pseudoclavibacter endophyticus,EGI 60007,Contig,2019-10-06,
GCA_003367235.1,ASM336723v1,Sphingorhabdus pulchriflava,GY_G,Contig,2018-08-07,
GCA_003550175.1,ASM355017v1,Dichotomicrobium thermohalophilum,DSM 5002,Contig,2018-09-12,
GCA_022568775.1,ASM2256877v1,Sphingomonas telluris,SM33,Contig,2022-03-14,
GCA_003999995.1,ASM399999v1,Microbacterium sulfonylureivorans,LAM7116,Contig,2019-01-08,
GCA_002934605.1,ASM293460v1,Neolewinella xylanilytica,DSM 29526,Scaffold,2018-02-21,13
GCA_006716125.1,ASM671612v1,Homoserinimonas aerilata,DSM 26477,Contig,2019-07-08,
GCA_003987145.1,ASM398714v1,Aliidiomarina minuta,MLST1,Contig,2018-12-31,
GCA_008017415.1,ASM801741v1,Microbacterium hatanonis,JCM14558,Contig,2019-08-19,
GCA_002911665.1,ASM291166v1,Actinomadura rubteroloni,RB29,Scaffold,2018-02-01,7
GCA_009827495.1,ASM982749v1,Tsuneonella aeria,100921-2,Contig,2020-01-02,
GCA_029525555.1,ASM2952555v1,Cohnella ginsengisoli,DSM 18997,Scaffold,2023-03-30,8
GCA_014489115.1,ASM1448911v1,Thauera sedimentorum,CAU 1555,Scaffold,2020-09-05,4
GCA_020215685.1,ASM2021568v1,Anaerococcus degeneri,FDAARGOS_1538,Scaffold,2021-10-02,3
GCA_900454895.1,51184_D02,Phocoenobacter uteri,NCTC12872,Contig,2018-08-01,
GCA_009827545.1,ASM982754v1,Pontixanthobacter gangjinensis,JCM 17802,Scaffold,2020-01-02,1
GCA_000711195.1,ASM71119v1,Thiomicrospira pelophila DSM 1534,DSM 1534,Contig,2014-06-24,
GCA_021390645.1,ASM2139064v1,Paraburkholderia flagellata,4D117,Contig,2022-01-08,
GCA_014172375.1,ASM1417237v1,Pedobacter planticolens,LMG 31464,Contig,2020-08-12,
GCA_006148925.1,ASM614892v1,Hyunsoonleella aestuarii,KCTC 23449,Scaffold,2019-06-07,8
GCA_014705715.1,ASM1470571v1,Erythrobacter rubeus,KMU-140,Scaffold,2020-09-22,4
GCA_001243045.1,Clostridium niameyense,Clostridium niameyense,MT5,Scaffold,2015-07-21,6
GCA_004354915.1,ASM435491v1,Pseudohoeflea suaedae,YC6898,Contig,2019-03-18,
GCA_026616205.1,ASM2661620v1,Halolamina litorea,YJ-41,Contig,2022-12-02,
GCA_002351485.1,ASM235148v1,Sphingomonas spermidinifaciens,9NM-10,Contig,2017-09-24,
GCA_026157035.1,ASM2615703v1,Sphingomicrobium nitratireducens,O-35,Scaffold,2022-11-13,3
GCA_002020135.1,ASM202013v1,Thioclava marina,11.10-0-13,Contig,2017-03-06,
GCA_900104605.1,PRJEB16355,Tidjanibacter massiliensis,Marseille-P3084T,Scaffold,2016-10-28,8
GCA_014652775.1,ASM1465277v1,Thermomonas carbonis,KCTC 42013,Contig,2020-09-12,
GCA_016907845.1,ASM1690784v1,Arcanobacterium pluranimalium,DSM 13483,Contig,2021-02-19,
GCA_007829925.1,ASM782992v1,Micromonospora palomenae,DSM 102131,Contig,2019-08-02,
GCA_000802385.1,ASM80238v1,Croceibacterium mercuriale,Coronado,Contig,2014-12-16,
GCA_002811945.1,ASM281194v1,Leptospira harrisiae,FH2-B-A1,Scaffold,2017-12-05,17
GCA_016522075.1,ASM1652207v1,Mucilaginibacter segetis,SD-g,Contig,2021-01-05,
GCA_900186535.1,PRJEB21316,Marasmitruncus massiliensis,Marseille-P3646,Contig,2018-01-02,
GCA_003416765.1,ASM341676v1,Paratractidigestivibacter faecalis,KCTC 15699,Contig,2018-08-22,
GCA_002242685.1,ASM224268v1,Oceanimonas doudoroffii,ATCC 27123,Contig,2017-08-07,
GCA_022834715.1,ASM2283471v1,Granulimonas faecalis,OPF53,Contig,2022-02-01,
GCA_900626105.1,PRJEB29220,Gulosibacter massiliensis,Marseille-P7157,Contig,2018-12-05,
GCA_003130255.1,ASM313025v1,Aggregatibacter kilianii,PN_528,Contig,2018-05-16,
GCA_039531285.1,ASM3953128v1,Microbacterium aquimaris,JCM 15625,Contig,2024-02-23,
GCA_042678905.1,ASM4267890v1,Methylophilus flavus,CCUG 58411,Contig,2024-10-06,
GCA_000744885.1,ASM74488v1,Thermus amyloliquefaciens,YIM 77409,Contig,2014-08-28,
GCA_042649705.1,ASM4264970v1,Algoriphagus namhaensis,CCUG 60523,Contig,2024-10-05,
GCA_039523595.1,ASM3952359v1,Alteraurantiacibacter aestuarii,JCM 16339,Contig,2024-02-23,
GCA_014638355.1,ASM1463835v1,Priestia taiwanensis,CGMCC 1.12698,Scaffold,2020-09-12,20
GCA_003001695.1,ASM300169v1,Flagellimonas meridianipacifica,DSM 25027,Contig,2018-03-15,
GCA_904845995.1,ASM90484599v1,Psychrobacter fjordensis,,Contig,2020-11-21,
GCA_003426945.1,ASM342694v1,Thermus sediminis,L198,Contig,2018-08-24,
GCA_011927945.1,ASM1192794v1,Brevundimonas alba,DSM 4736,Scaffold,2020-04-02,2
GCA_014651895.1,ASM1465189v1,Rhodanobacter panaciterrae,KCTC 22232,Contig,2020-09-12,
GCA_013371495.1,ASM1337149v1,Altererythrobacter lutimaris,JGD-16,Scaffold,2020-06-23,33
GCA_014645235.1,ASM1464523v1,Agrococcus terreus,CGMCC 1.6960,Contig,2020-09-11,
GCA_002217735.1,ASM221773v1,Parageobacillus galactosidasius,DSM 18751,Contig,2017-07-13,
GCA_900129645.1,IMG-taxon 2695420966 annotated assembly,Acetomicrobium flavidum,DSM 20664,Contig,2016-12-16,
GCA_900169495.1,PRJEB19965,Provencibacterium massiliense,Marseille-P2780,Contig,2017-03-14,
GCA_001403635.1,Clostridium massilioamazoniensis,Clostridium massiliamazoniense,ND2,Scaffold,2015-10-07,11
GCA_005860805.1,ASM586080v1,Dyadobacter luticola,T17,Scaffold,2019-05-27,14
GCA_032656385.1,ASM3265638v1,Nocardia canadensis,WB46,Contig,2023-10-13,
GCA_030580675.1,ASM3058067v1,Salinibacterium soli,WY-16,Contig,2023-08-01,
GCA_020532675.1,ASM2053267v1,Methylobacillus gramineus,VKM B-2591,Contig,2021-10-19,
GCA_021044885.1,ASM2104488v1,Microbacterium nymphoidis,W2R,Contig,2021-12-05,
GCA_021246445.1,ASM2124644v1,Rhabdothermincola salaria,EGI L10124,Contig,2021-12-20,
GCA_002797915.1,ASM279791v1,Yoonia maricola,DSM 29128,Contig,2017-11-28,
GCA_025961225.1,ASM2596122v1,Azospirillum canadense,DS2,Contig,2022-11-02,
GCA_013978595.1,ASM1397859v1,Corynebacterium haemomassiliense,Marseille-Q3615,Contig,2020-07-30,
GCA_040838325.1,ASM4083832v1,Leuconostoc aquikimchii,MS01,Contig,2024-07-24,
GCA_001280435.1,ASM128043v1,Mangrovimonas xylaniphaga,ST2L12,Contig,2015-09-09,
GCA_900114675.1,IMG-taxon 2687453745 annotated assembly,Yoonia litorea,DSM 29433,Contig,2016-11-02,
GCA_021021555.1,ASM2102155v1,Teretinema zuelzerae,DSM 1903,Contig,2021-12-01,
GCA_900128425.1,PRJEB18044,Anaerococcus urinomassiliensis,Marseille-P2143T,Scaffold,2016-12-02,10
GCA_008086205.1,ASM808620v1,Bizionia myxarmorum,ADA-4,Contig,2019-08-25,
GCA_032380675.1,ASM3238067v1,Anaerolentibacter hominis,CSJ-1,Contig,2023-10-04,
GCA_042650215.1,ASM4265021v1,Winogradskyella maritima,CECT 8979,Contig,2024-10-05,
GCA_030813515.1,ASM3081351v1,Rhodopseudomonas julia,DSM 11549,Contig,2023-08-18,
GCA_032464915.1,ASM3246491v1,Microbacterium galbum,KSW4-17,Scaffold,2023-10-09,4
GCA_901411515.1,PRJEB29222-1,Raoultibacter phocaeensis,Marseille-P8396,Contig,2019-05-29,
GCA_900116545.1,IMG-taxon 2675903690 annotated assembly,Devosia crocina,IPL20,Scaffold,2016-11-02,6
GCA_900128895.1,IMG-taxon 2582580503 annotated assembly,Parasphingorhabdus marina DSM 22363,DSM 22363,Contig,2016-12-16,
GCA_014287475.1,ASM1428747v1,Mediterraneibacter hominis,NSJ-55,Contig,2020-08-24,
GCA_014641075.1,ASM1464107v1,Paenibacillus nasutitermitis,CGMCC 1.15178,Contig,2020-09-12,
GCA_900290195.1,PRJEB23816,Anaerococcus marasmi,Marseille-P3557,Contig,2018-03-01,
GCA_928097925.1,Q5883,Mediannikoviicoccus vaginalis,Marseille-Q5883,Contig,2022-01-26,
GCA_037031285.1,ASM3703128v1,Halobellus salinisoli,LT62,Contig,2024-03-05,
GCA_007097155.1,ASM709715v1,Glacieibacterium frigidum,LB1R16,Contig,2019-07-17,
GCA_039538145.1,ASM3953814v1,Gryllotalpicola daejeonensis,JCM 17590,Scaffold,2024-02-23,4
GCA_009604375.1,ASM960437v1,Actinomadura macrotermitis,RB68,Contig,2019-11-06,
GCA_040838345.1,ASM4083834v1,Spiribacter insolitus,ag22IC4-189,Contig,2024-07-24,
GCA_020532705.1,ASM2053270v1,Methylobacillus caricis,VKM B-3158,Contig,2021-10-19,
GCA_900184225.1,PRJEB20939,Brevibacterium ihuae,CV3,Contig,2018-01-02,
GCA_011762155.1,ASM1176215v1,Wenyingzhuangia heitensis,DSM 101599,Scaffold,2020-03-27,26
GCA_039543105.1,ASM3954310v1,Sphingomonas daechungensis,JCM 17887,Scaffold,2024-02-23,1
GCA_003987355.1,ASM398735v1,Pseudidiomarina aestuarii,KYW314,Contig,2018-12-31,
GCA_900450765.1,42650_B02,Fusobacterium necrogenes,NCTC10723,Contig,2018-08-01,
GCA_003402575.1,ASM340257v1,Mesosutterella multiformis,4NBBH2,Contig,2018-07-13,
GCA_039537665.1,ASM3953766v1,Gaetbulibacter aestuarii,JCM 17455,Contig,2024-02-23,
GCA_004138335.1,ASM413833v1,Peristeroidobacter agariperforans,KA5-B,Contig,2019-02-05,
GCA_021390575.1,ASM2139057v1,Paraburkholderia adhaesiva,ZD32-2,Contig,2022-01-08,
GCA_003569045.1,Grel_assembly01,Aggregatilinea lenta,MO-CFX2,Scaffold,2018-08-22,5
GCA_042676145.1,ASM4267614v1,Methylophilus glucosoxydans,CCUG 59685,Contig,2024-10-06,
GCA_025685625.1,ASM2568562v1,Acidicapsa acidisoli,SK-11,Contig,2022-10-13,
GCA_019711655.1,ASM1971165v1,Qipengyuania mesophila,YG27,Contig,2021-08-22,
GCA_028368935.1,ASM2836893v1,Sorangium aterium,WIWO2,Contig,2023-01-31,
GCA_030811535.1,ASM3081153v1,Trueperella bonasi,DSM 17163,Contig,2023-08-18,
GCA_001652275.1,ASM165227v1,Peptidiphaga gingivicola,BA112,Contig,2016-05-25,
GCA_003439925.1,ASM343992v1,Haloprofundus halophilus,NK23,Contig,2018-08-31,
GCA_005869845.1,ASM586984v1,Fodinibius saliphilus,ECH52,Contig,2019-05-28,
GCA_000975095.1,ASM97509v1,Demequina aestuarii,NBRC 106260,Scaffold,2015-02-26,6
GCA_900199435.1,PRJEB21892,Pygmaiobacter massiliensis,Marseille-P3336,Contig,2018-01-02,
GCA_042651485.1,ASM4265148v1,Sphingorhabdus arenilitoris,CECT 8531,Contig,2024-10-05,
GCA_039542345.1,ASM3954234v1,Orbus sasakiae,JCM 18050,Contig,2024-02-23,
GCA_023196085.1,ASM2319608v1,Spirosoma liriopis,RP8,Scaffold,2022-05-01,25
GCA_014207595.1,ASM1420759v1,Algisphaera agarilytica,DSM 103725,Scaffold,2020-08-14,6
GCA_011927695.1,ASM1192769v1,Sphingomonas jejuensis,DSM 27651,Contig,2020-04-02,
GCA_900157375.1,PRJEB19165,Mycobacterium rhizamassiliense,AB57,Scaffold,2017-02-02,1
GCA_027921965.1,ASM2792196v1,Microbacterium keratanolyticum,VKM Ac-1958,Contig,2023-01-19,
GCA_021568695.1,ASM2156869v1,Maritalea mediterranea,P4.10X,Scaffold,2022-01-24,18
GCA_004331345.1,ASM433134v1,Kribbella soli,KCTC 29219,Contig,2019-03-06,
GCA_036321025.1,ASM3632102v1,Aurantiacibacter hainanensis,H149,Contig,2024-01-27,
GCA_023516555.1,ASM2351655v1,Sphingomonas alba,SE158,Contig,2022-05-22,
GCA_018599195.1,LX-88.seq,Croceibacterium selenioxidans,LX-88,Contig,2021-05-30,
GCA_038432415.1,ASM3843241v1,Leifsonia stereocauli,YIM 134122,Scaffold,2024-04-23,4
GCA_900088125.1,PRJEB14116,Aedoeadaptatus pacaensis,Kh-D5,Contig,2016-06-15,
GCA_900055185.1,Grimontia_sp_CECT9029_SPAdes_Prokka,Grimontia celer,CECT 9029,Contig,2016-03-04,
GCA_009830125.1,ASM983012v1,Kangsaoukella pontilimi,GH1-50,Contig,2020-01-04,
GCA_007860075.1,ASM786007v1,Symmachiella macrocystis,CA54,Scaffold,2019-08-07,6
GCA_006716265.1,ASM671626v1,Rarobacter faecitabidus,DSM 4813,Contig,2019-07-08,
GCA_006265115.1,ASM626511v1,Arenimonas terrae,R29,Scaffold,2019-06-11,7
GCA_019711395.1,ASM1971139v1,Qipengyuania xiapuensis,1NDW9,Contig,2021-08-22,
GCA_019711565.1,ASM1971156v1,Qipengyuania proteolytica,6B39,Contig,2021-08-22,
GCA_039543205.1,ASM3954320v1,Flaviramulus aquimarinus,JCM 18274,Scaffold,2024-02-23,8
GCA_014191715.1,ASM1419171v1,Litorivivens lipolytica,CECT 8654,Scaffold,2020-08-14,9
GCA_008386695.1,ASM838669v1,Chitinophaga agrisoli,BN140078,Scaffold,2019-09-15,188
GCA_014641595.1,ASM1464159v1,Dyadobacter endophyticus,CGMCC 1.15288,Scaffold,2020-09-12,27
GCA_020966755.1,ASM2096675v1,Blastopirellula sediminis,JC732,Scaffold,2021-11-23,10
GCA_039531125.1,ASM3953112v1,Microbacterium sediminicola,JCM 15577,Contig,2024-02-23,
GCA_002834295.1,ASM283429v1,Rhodohalobacter barkolensis,15182,Contig,2017-12-12,
GCA_004216695.1,ASM421669v1,Pigmentiphaga kullae,K24,Contig,2019-02-20,
GCA_003590795.1,ASM359079v1,Azospirillum cavernae,K2W22B-5,Contig,2018-09-24,
GCA_014191495.1,ASM1419149v1,Nocardioides soli,DSM 105498,Contig,2020-08-14,
GCA_032334255.1,ASM3233425v1,Thermanaerothrix solaris,4228-RoL,Contig,2023-10-03,
GCA_012641365.1,ASM1264136v1,Leeia aquatica,IMCC25680,Contig,2020-04-21,
